x,y,z
4.328083577781106861e+00,-6.677203327906621411e+00,-1.283902914514039872e-01
2.971901744423402825e+00,6.956461436371924600e-02,-2.110569660646949008e-01
8.740799408908687340e+00,-4.078526390463020235e+00,-3.011680284023510734e-01
1.723361146428905366e+00,-4.808910654698003384e+00,-3.764829435522736856e-01
6.177584701818223500e+00,6.441543597784533670e-01,-2.872690561862088487e-01
6.599066909863505082e+00,-6.389763000247829616e+00,-3.889709221113437088e-01
1.624732804912487172e+00,-1.524637903120761306e+00,-5.964126641821341224e-01
8.549548184335925782e+00,-1.932802744066451250e+00,-5.770507804570229604e-01
3.176214434648831908e+00,-6.177944397819564060e+00,-5.174643208074872769e-01
4.332650554448650659e+00,6.607907406754826019e-01,-5.286230565316462071e-01
7.863320978774332559e+00,-4.951621532507846979e+00,-5.249436846131585455e-01
1.436672967421852798e+00,-3.550629611118103490e+00,-6.498742238296654206e-01
7.319782742201116577e+00,-2.447681329863613808e-01,-7.781276490790499656e-01
5.355284777754328651e+00,-6.670276572449383323e+00,-7.509866257341679674e-01
2.430277076109271572e+00,-3.382889396756909584e-01,-5.490635971020727535e-01
8.668751101855495023e+00,-3.250870221464805088e+00,-6.467234460003852270e-01
2.498156843026128282e+00,-5.341727029059665455e+00,-7.442828223619324390e-01
5.276267462311722056e+00,4.536934543427864064e-01,-8.694307510369601033e-01
7.084730694446618848e+00,-5.840927612391037194e+00,-8.614980399380111065e-01
1.552793653738483437e+00,-2.184834613164792216e+00,-1.103055028450125263e+00
8.104009855270108531e+00,-1.083367242832179445e+00,-9.778659179502211529e-01
4.013305067476150789e+00,-6.245056338672874574e+00,-1.067412214456268549e+00
3.541993078763151281e+00,9.608100276941872186e-02,-1.144672817586333213e+00
8.326116969547321389e+00,-4.146977807404604199e+00,-1.069212954190712495e+00
2.031650512388318397e+00,-4.082424078394092604e+00,-1.157085215350390328e+00
6.497497956087715743e+00,3.228336624072709882e-02,-1.120973792157531568e+00
6.024556933092390487e+00,-6.152748271620470000e+00,-1.202286950036233870e+00
2.044373325250253615e+00,-1.318072696929891041e+00,-1.298736992816522662e+00
8.195548485069624078e+00,-2.429670189902224386e+00,-1.336989799432246828e+00
2.973924463287329623e+00,-5.613042786054935007e+00,-1.458538698311177662e+00
4.811915525755323664e+00,1.591295210710752250e-01,-1.237411476504842733e+00
7.385067558091773954e+00,-5.088456613504464876e+00,-1.270498056175497492e+00
1.830731693346119737e+00,-2.883981296828118879e+00,-1.531420434304163081e+00
7.306364017037487280e+00,-7.758343591602838707e-01,-1.486389010209229422e+00
4.742777822111989394e+00,-5.937138816414505804e+00,-1.574627920534365400e+00
3.097367599375380198e+00,-7.564251756293101092e-01,-1.583124667995500889e+00
7.819729232358100468e+00,-3.340263121114763312e+00,-1.560554858960690572e+00
2.659604804833929137e+00,-4.662101233006360701e+00,-1.549748945610813333e+00
5.853120060202200214e+00,-2.294529137758274384e-01,-1.753931314100538597e+00
6.318960352410301518e+00,-5.473046009601543638e+00,-1.630606386899708049e+00
2.335866913686967639e+00,-2.176394918689246616e+00,-1.786264631606667708e+00
7.576092946072073175e+00,-1.974782429168447484e+00,-1.703633749948891163e+00
4.079774682727673962e+00,-5.385469078680566568e+00,-1.919210944073978409e+00
4.241424891623578830e+00,-5.764794913018700395e-01,-2.021218137990041352e+00
7.431402373792780125e+00,-4.387256622867632849e+00,-1.970143542447508667e+00
2.580408714575147311e+00,-3.648329918945824701e+00,-1.916849479198583728e+00
6.445076193108040030e+00,-7.569588145849881489e-01,-1.927912929847990231e+00
5.365173031553014837e+00,-5.629611689726796264e+00,-1.996766423745830021e+00
2.914516995989955728e+00,-1.311245765121910489e+00,-2.069090367062316194e+00
7.543652297175341026e+00,-2.999498201402419628e+00,-1.990855503078718725e+00
3.273966216997073353e+00,-4.789697045446176915e+00,-2.358097549271163551e+00
5.014592407910805072e+00,-7.292212100880268721e-01,-2.119657574447824544e+00
6.490623280083664959e+00,-4.815756154126455968e+00,-2.142221277158761872e+00
2.609722426762157266e+00,-2.867139115742777911e+00,-2.370507894666089577e+00
6.888955328504473563e+00,-1.777660729948930651e+00,-2.347618755903972509e+00
4.510971843723870833e+00,-5.213712309754896523e+00,-2.411453927629681360e+00
3.946608985972645645e+00,-1.362846955542492910e+00,-2.423926311108642651e+00
6.686714343962998797e+00,-3.672070528733059280e+00,-2.378643415106520997e+00
3.232548028349166991e+00,-3.791608780165628634e+00,-2.393582271600593003e+00
5.742999763265974167e+00,-1.236269236725845655e+00,-2.473918481518176726e+00
5.649797539310883465e+00,-4.703088316397005642e+00,-2.510158064986970583e+00
3.517342353134463195e+00,-2.225527423501318935e+00,-2.468607130725885224e+00
6.584573750953729210e+00,-2.319917262238246902e+00,-2.788939741944584938e+00
4.307611148785247757e+00,-4.289643072066695595e+00,-2.600914195107165039e+00
4.692138257299274251e+00,-1.465011904719969449e+00,-2.613181473610624916e+00
6.106550688487232037e+00,-3.837987812505537999e+00,-2.774374153415357647e+00
3.751898645952959743e+00,-3.116698205597961291e+00,-2.973052380795998761e+00
5.582405004584775732e+00,-2.351823726892109612e+00,-2.764147870757005077e+00
5.040852270451762429e+00,-4.035181801971677196e+00,-2.923410557824671407e+00
4.655585728827770886e+00,-2.513903776297586656e+00,-3.062438573233108308e+00
5.333806254944523317e+00,-3.009051571709534745e+00,-2.864373306164711863e+00
