x,y,z
-2.326727029096603339e+00,2.158718100938271878e+00,4.498300477234401740e+00
3.694483248047367940e+00,3.306601426456957427e+00,4.461365551959682207e+00
3.371960309490943386e-01,-8.268863811270293560e-03,4.470999834198588374e+00
-7.708588097955362262e-01,3.794995181114207305e+00,4.464510219624142628e+00
4.436234031890740503e+00,1.387555195183868717e+00,4.401345756695846489e+00
-2.178921719863238682e+00,1.015952529242163616e+00,4.351165692622184444e+00
2.267292351674746520e+00,3.988474659508618458e+00,4.333126351941533727e+00
2.301663581778065293e+00,2.233083826127024718e-02,4.435239661728052951e+00
-2.170536325767971064e+00,3.075627563995141589e+00,4.400720471663799316e+00
4.439018696335824465e+00,2.538721973194356885e+00,4.380052239783858603e+00
-9.020692004371760886e-01,7.352000384573885439e-02,4.322728493380343373e+00
2.136580625394287059e-01,4.230744211955869361e+00,4.347852428372267042e+00
4.042413163392805764e+00,6.481240290682048766e-01,4.242932519431448668e+00
-2.766271738935266455e+00,1.717499184976213344e+00,4.401729829012327677e+00
3.469344544027974653e+00,3.785197795444391833e+00,4.275035220073042375e+00
1.080254954563088843e+00,-3.434887445433566500e-01,4.250405363439879736e+00
-1.599942037107296988e+00,3.606690003657436527e+00,4.315257793520150820e+00
4.832763514534170746e+00,1.927610567294903765e+00,4.279247548305292526e+00
-2.021882634176017657e+00,5.037465844032313900e-01,4.213927281895196941e+00
1.566197375517984547e+00,4.316268706608942018e+00,4.172053045144971328e+00
3.183039264075299801e+00,5.068147286093868664e-02,4.298954562820522796e+00
-2.877903268347198118e+00,2.530550382802077447e+00,4.220957973646793704e+00
4.556376732592470447e+00,3.197711804788649026e+00,4.172786971791646593e+00
-1.904234422254751091e-01,-2.825650796370113293e-01,4.256787799599798916e+00
-6.761771252507065011e-01,4.155749229650646193e+00,4.098258706704382526e+00
4.843017114068803863e+00,1.128953118350754625e+00,4.144357372669203343e+00
-2.891667032333775200e+00,1.250134565172386747e+00,4.084647715897825826e+00
2.895017313478819077e+00,4.220624257923347500e+00,4.106936410523687186e+00
2.038870011945991045e+00,-4.211325875020522913e-01,4.130212060773279958e+00
-2.430964282976685986e+00,3.369859479216390064e+00,4.132196939663842272e+00
5.037846857037876269e+00,2.412032888279524556e+00,4.044505153152023524e+00
-1.660471116427011617e+00,-3.769268528244641703e-02,4.056627161298292705e+00
7.163375178659692200e-01,4.469981759084483031e+00,4.061531574629721142e+00
4.089226304379694810e+00,2.384949734828444856e-01,4.096804557931896795e+00
-3.253823656061396008e+00,2.091929901465677588e+00,4.025608049370838160e+00
4.164725472219322988e+00,3.713277946441494226e+00,4.032124839563560492e+00
5.891362367281675061e-01,-6.342366467229023641e-01,4.011191155748060844e+00
-1.595308083828829826e+00,4.207628932629080332e+00,4.087175563897416986e+00
5.241710724673265709e+00,1.505012884478078572e+00,3.906827899908149604e+00
-2.745551404247847049e+00,6.278534191419433697e-01,4.026959347711078330e+00
2.145974994278657899e+00,4.507326150038494461e+00,3.845968881846400400e+00
2.987693533423640968e+00,-4.148791959803001528e-01,3.913528028631696465e+00
-3.190873274882206623e+00,2.931593702279971403e+00,3.838780247098835030e+00
5.054675112073724996e+00,3.100685871115972159e+00,3.848962204269631648e+00
-9.867393938752523352e-01,-3.234999097278133395e-01,4.045253358462019833e+00
-3.581181427295865305e-01,4.555131929162016924e+00,3.903744444213692155e+00
4.956066233910798147e+00,5.747054199177569211e-01,3.861069441036227623e+00
-3.379235458374008960e+00,1.466010109582619236e+00,3.841192196438495188e+00
3.634600995177815541e+00,4.139328417776816593e+00,3.834757979467933620e+00
1.526793844473380846e+00,-6.962467409122454765e-01,3.805566972392382841e+00
-2.434709774112841618e+00,3.834337311779304702e+00,3.827771466383423693e+00
5.590573200206724991e+00,2.089316280246003465e+00,3.806670886321237290e+00
-2.320905020151313725e+00,9.242462765546666237e-02,3.788469003412659131e+00
1.362188561450112356e+00,4.836787423564814503e+00,3.799292327627824761e+00
3.885940345565147336e+00,-2.002381180671458094e-01,3.826223814321109806e+00
-3.570998332980502621e+00,2.421438481461740455e+00,3.666104033984623367e+00
4.885091558200298500e+00,3.592123248786656120e+00,3.684478465779275957e+00
-9.027697317319821613e-02,-7.075261489428793515e-01,3.729290006584478956e+00
-1.297366692109449549e+00,4.440054719119274296e+00,3.700734464422989145e+00
5.455700286180157121e+00,1.193361295208812400e+00,3.571667077953435410e+00
-3.293905231628124319e+00,8.520551186612392858e-01,3.701466366151021870e+00
2.841312781055325143e+00,4.507268247936933037e+00,3.689733107519038935e+00
2.640422187238568252e+00,-7.507291699362139692e-01,3.703191400684909595e+00
-3.182959033009132632e+00,3.342110974749450403e+00,3.594021741131469216e+00
5.580886705885311549e+00,2.763439936888698600e+00,3.662466095432718838e+00
-1.523243736209350274e+00,-3.250355205954987281e-01,3.641954333946479050e+00
3.260676512750606548e-01,4.843889719527523674e+00,3.648066075506519290e+00
4.731617902225039529e+00,2.270981278506836176e-01,3.558462142168319353e+00
-3.722943677877482038e+00,1.731961013089727386e+00,3.619117517120883143e+00
4.280912786906005074e+00,4.151352121402990036e+00,3.604210116103229389e+00
1.020716665402586765e+00,-8.460503890873233290e-01,3.474731320550671132e+00
-2.203062641847606695e+00,4.099675954806513367e+00,3.514086007881686236e+00
5.873930994410218709e+00,1.736692342038714365e+00,3.491720145237728889e+00
-2.928379898996769093e+00,2.713339172248447340e-01,3.452505325864276831e+00
1.879372726116967041e+00,4.868224063248157485e+00,3.557765601805334743e+00
3.573253260368276951e+00,-5.923402387626498511e-01,3.501885003118179629e+00
-3.668839776989870849e+00,2.818494428823246967e+00,3.554143817415893913e+00
5.247479379955799494e+00,3.278034718491061206e+00,3.489545316139667896e+00
-8.177675562181265789e-01,-6.580164612658940815e-01,3.465084497301699873e+00
-7.539058497967425776e-01,4.694681465684942268e+00,3.474021517831644257e+00
5.450315663421677392e+00,7.297147315667721346e-01,3.431720044634934741e+00
-3.678580401112129028e+00,1.118847435527545731e+00,3.399290232654649024e+00
3.512259814729884244e+00,4.542255689240530359e+00,3.443324545678848381e+00
1.930837561001893965e+00,-8.918517341995038095e-01,3.454072777382948711e+00
-3.016363473906537251e+00,3.690156949835238009e+00,3.376781976258226514e+00
5.931498508314898999e+00,2.337144376336083074e+00,3.419781362855182749e+00
-2.187288879178252543e+00,-1.903419681775003758e-01,3.367705825066204639e+00
9.847172088048754546e-01,4.948400245898091576e+00,3.226490552063340900e+00
4.511961723452091455e+00,-1.534753956030417699e-01,3.318727355550484592e+00
-3.868805369148524242e+00,2.100238908291296003e+00,3.237417639294692950e+00
4.765206600209419108e+00,3.829009892114136004e+00,3.308648496967516284e+00
2.939631606528936292e-01,-9.253823655290998040e-01,3.202695039138715227e+00
-1.887074059975762275e+00,4.468995466417135631e+00,3.236411198318083660e+00
5.847354403590608207e+00,1.339244985431166768e+00,3.253578738269600201e+00
-3.306272499643311047e+00,5.680943962330486929e-01,3.259836568613406538e+00
2.544344720967504969e+00,4.818186839675513866e+00,3.229838804832847909e+00
3.060620237586741066e+00,-7.465069459141654429e-01,3.232725029453272558e+00
-3.575449338337628902e+00,3.187068469972255791e+00,3.234809285434537163e+00
5.610333981814775051e+00,2.905159932061365691e+00,3.105890730127858657e+00
-1.499041019199438107e+00,-6.596073270455383719e-01,3.204138361653054101e+00
-2.142613644947561347e-01,4.913109298159925586e+00,3.207794208168873062e+00
5.221776299627761020e+00,3.413457560023086534e-01,3.207679294478469334e+00
-3.925100266284209827e+00,1.494257881764023299e+00,3.096946649056730116e+00
4.039999983523039795e+00,4.296559204433420653e+00,3.095432498929612031e+00
1.379613379305314691e+00,-9.032795594539022588e-01,3.030890924231147920e+00
-2.597199871020041684e+00,4.015276696649569210e+00,3.110401521089826815e+00
5.989132185108005046e+00,1.849958227782939835e+00,3.119748182911757262e+00
-2.780604395855709399e+00,-8.725077839259128692e-03,3.006512379435515747e+00
1.501371977867760110e+00,5.003409062168147514e+00,3.037204449619846258e+00
3.980213039842994682e+00,-3.975328210214461588e-01,3.099366416109742062e+00
-3.922530970635936587e+00,2.506215509146686227e+00,3.073361120828599358e+00
5.253738235373411669e+00,3.616208642326396827e+00,3.025835522325790450e+00
-3.985384657193030700e-01,-8.639427162935843230e-01,3.090883961339648156e+00
-1.113557252987661839e+00,4.692152634473337969e+00,2.988009529665853758e+00
5.715410029224381461e+00,8.739635633884138555e-01,2.983320185297579474e+00
-3.658097396290190151e+00,9.256483057492619348e-01,2.911664893035863066e+00
3.126717889738194867e+00,4.587014555880895905e+00,2.884130794350519889e+00
2.379169196870896563e+00,-8.921895310641013710e-01,3.023528224788142538e+00
-3.216998738151918058e+00,3.505017421633908281e+00,2.930718755955881605e+00
5.876910166715393125e+00,2.571912882380902765e+00,2.909266282470769127e+00
-1.919203005802101014e+00,-4.331286539521516099e-01,2.939859243303384773e+00
3.983182439047212031e-01,4.976410675576755871e+00,3.003217019663125154e+00
4.761576588647408848e+00,9.877985928358366807e-02,2.864576008908660487e+00
-3.955058704743421583e+00,1.931909432453073672e+00,2.838146287608456664e+00
4.560750391644232238e+00,4.088545314199906855e+00,2.790756473874044907e+00
7.062429947408033204e-01,-9.271106716101451539e-01,2.838326570361861201e+00
-2.127694348033090765e+00,4.352154676208450645e+00,2.791233013889346193e+00
5.961719384437536462e+00,1.452903462162260517e+00,2.776552964927401224e+00
-3.233530475940646465e+00,2.703312587330232719e-01,2.848193111490695095e+00
2.228995481946545176e+00,4.857575786789491090e+00,2.691541493864621604e+00
3.234228006032554337e+00,-6.386318187506060395e-01,2.874354083945703575e+00
-3.670997542305160621e+00,2.931210070237176168e+00,2.763254010475015399e+00
5.457997959417504319e+00,3.178718185151852005e+00,2.731640540317453514e+00
-1.003382313826233663e+00,-6.764177953069309135e-01,2.730565594645136152e+00
-5.486168634985124637e-01,4.775649282580890720e+00,2.744890770420527648e+00
5.407080870634683123e+00,5.221218559002059889e-01,2.642281883880938764e+00
-3.726758324542254197e+00,1.292016944068529627e+00,2.743524402936661222e+00
3.723058247797514042e+00,4.527731970721059263e+00,2.666574290840272532e+00
1.751675030232972441e+00,-8.411171452966219597e-01,2.628578142794458117e+00
-2.873706387484381786e+00,3.828498352442450514e+00,2.655950030865489975e+00
5.820848793476566918e+00,2.217737172580250604e+00,2.593061434119113162e+00
-2.341278172205299324e+00,-2.395144509505062191e-01,2.567338377911458025e+00
1.035074422789628690e+00,4.895143514744562552e+00,2.605716628388780265e+00
4.204281785268337401e+00,-2.231269130278095425e-01,2.572040756430996833e+00
-3.840514472492429832e+00,2.276699636566700935e+00,2.602009148711619257e+00
4.972085468325625257e+00,3.741336705895421666e+00,2.581160005470896301e+00
5.064990460419289964e-02,-7.599302351154322288e-01,2.535645291447374383e+00
-1.522010104363982874e+00,4.459102216137296182e+00,2.475053533137775208e+00
5.589118846847228816e+00,1.131846060923138220e+00,2.509799314250729552e+00
-3.332769196177023829e+00,7.270116648576623319e-01,2.461723236128514181e+00
2.812958830931679088e+00,4.735464197215597082e+00,2.478684251295566021e+00
2.698512268518015844e+00,-6.738769988112596199e-01,2.482732012707638880e+00
-3.381820840737479461e+00,3.284359065868209804e+00,2.473101790603719152e+00
5.573319355791655383e+00,2.804951925137006530e+00,2.373925542403777289e+00
-1.437963629280763822e+00,-3.909472619187908671e-01,2.420707466618184700e+00
1.050001371810233008e-01,4.697819303200597041e+00,2.362182616986733485e+00
4.823342934064605458e+00,2.420095706915569578e-01,2.442386490798200249e+00
-3.638579175318096937e+00,1.643052778639551237e+00,2.351460163129073688e+00
4.163009464246560043e+00,4.216016841757729061e+00,2.318881284373004892e+00
1.092780069375065333e+00,-7.541375200696599501e-01,2.284078709257703288e+00
-2.318718071026031335e+00,4.039323728859232965e+00,2.327303912690562804e+00
5.748776967130719839e+00,1.812315653354270362e+00,2.251251897017893633e+00
-2.661542021284007298e+00,2.146375191545550898e-01,2.390389027513728504e+00
1.708150749371187160e+00,4.750652707365079053e+00,2.340389913873559991e+00
3.618620073168002715e+00,-3.228702572223371425e-01,2.215720134130759522e+00
-3.503998483315606371e+00,2.629929371929562887e+00,2.298430472246079770e+00
5.025852715226992729e+00,3.352367394587173699e+00,2.233003388117964949e+00
-5.834696023640998375e-01,-5.981048237985014948e-01,2.272082226083837142e+00
-8.702312679485848523e-01,4.623030146139001317e+00,2.224634045588179454e+00
5.216883935642206538e+00,8.817153058086779627e-01,2.202350036626902874e+00
-3.345517177320214586e+00,1.102047127554285799e+00,2.199418083889189912e+00
3.301908652427183011e+00,4.353711183051906630e+00,2.086027650120191979e+00
2.138489536537319324e+00,-5.432961559731736001e-01,2.173069870060866826e+00
-2.871444998683173822e+00,3.520038801066078804e+00,2.165688852507966278e+00
5.487571482767060971e+00,2.340559872589621726e+00,2.195644723790490360e+00
-1.833950181315086914e+00,-1.823451281072872576e-01,2.188293169918077652e+00
8.397542459566244011e-01,4.712488154445791722e+00,2.123133741896575000e+00
4.219328970516947663e+00,1.502427448644095831e-01,2.040133086391305639e+00
-3.471644903889939293e+00,2.059174063094137086e+00,2.205724583981135467e+00
4.370608175013465768e+00,3.834502155368592291e+00,2.044812965110899494e+00
5.109628668665637807e-01,-6.347570727733951035e-01,2.043214304273427206e+00
-1.583010579332390977e+00,4.216890347017098861e+00,2.057143748119003579e+00
5.236910880048657013e+00,1.461775091927664860e+00,2.014878845260374529e+00
-2.793229729938086159e+00,6.461612693032685595e-01,1.961384055865890597e+00
2.178774575297124372e+00,4.539330045778551259e+00,2.007197398524849241e+00
2.766616656060146617e+00,-3.158650924951481032e-01,2.033618487763711347e+00
-3.066759452484339565e+00,2.898566765684936541e+00,2.048457061482383601e+00
5.057600820304140932e+00,3.037681300540676865e+00,2.014342763269579617e+00
-9.167440110452995672e-01,-3.126044948928370371e-01,2.020838793360039798e+00
-1.298696118589346693e-01,4.534861495513156093e+00,1.940600520734802936e+00
4.600483771161510305e+00,6.300734570075376961e-01,1.992873419392282353e+00
-3.091044920347922442e+00,1.503762195745693031e+00,1.918761313610345409e+00
3.542126097694072939e+00,4.015047281039283433e+00,1.974269349323661604e+00
1.304788422952233740e+00,-5.474052098613055861e-01,1.874212516635261006e+00
-2.228932638712910475e+00,3.621852219911474879e+00,1.854242194207703864e+00
5.143322478106417073e+00,2.085703124776297823e+00,1.874413634107131799e+00
-2.063846889370576587e+00,3.009022673687839489e-01,1.925792014405401043e+00
1.260986850962251715e+00,4.412387450022951185e+00,1.887927447963710703e+00
3.513247222143565995e+00,1.054326804852993016e-01,1.845984327076901854e+00
-2.972239953623097897e+00,2.343707928164294074e+00,1.832729100793919708e+00
4.369341291320673726e+00,3.263825500049703177e+00,1.741826102606564897e+00
3.944415268835848448e-02,-3.498433232836214990e-01,1.755552652584300155e+00
-8.851914260748828811e-01,4.166139842222425393e+00,1.679296441064737078e+00
4.662885402786099753e+00,1.165370498354387774e+00,1.853058943336016284e+00
-2.605831235517702016e+00,1.110993913140987166e+00,1.709658620710355459e+00
2.558342349324751019e+00,4.158960491279697358e+00,1.756247049880105715e+00
2.234144869332347128e+00,-2.238108234036165767e-01,1.753907186322731571e+00
-2.351156917019708636e+00,3.174630763520833732e+00,1.767017080763890302e+00
4.647469882977030231e+00,2.407811178448224787e+00,1.763420603215908544e+00
-1.088272041115267541e+00,6.827137626408788518e-02,1.607008229672718613e+00
4.752871924637758760e-01,4.286654401294180516e+00,1.776546392788382445e+00
3.915711836711232685e+00,5.554553979721837953e-01,1.628676802254090505e+00
-2.705944064580864783e+00,1.866190595401718832e+00,1.609246604713559625e+00
3.680449890790619794e+00,3.666118364772956273e+00,1.703469100844438255e+00
8.293230398469346731e-01,-1.462917131927703729e-01,1.665314653808228629e+00
-1.329969631867237601e+00,3.712771250382625343e+00,1.651768557143064253e+00
4.597451519447811386e+00,1.770601334880619104e+00,1.623706237066771862e+00
-1.982065479248381612e+00,7.651741707117345470e-01,1.565523735390877302e+00
1.667321180924394186e+00,4.150625405099767740e+00,1.666449767044285268e+00
2.838030831362705619e+00,2.101051176634843587e-01,1.634197922714299533e+00
-2.300979740069743595e+00,2.615895027507157966e+00,1.498659764810233774e+00
4.104475778945560371e+00,2.885362315765704011e+00,1.474867394158277056e+00
-2.702302742091947652e-01,1.152200149293901021e-01,1.616544724998898674e+00
-1.251504733397383606e-01,3.880575721132270672e+00,1.525772698823387286e+00
3.948041480086588173e+00,1.087940228671258724e+00,1.445878640130585646e+00
-2.158303360312424424e+00,1.439916875285927489e+00,1.424150889720509516e+00
2.739588944539868454e+00,3.662201070710069839e+00,1.383997957764929509e+00
1.572090274576631419e+00,1.673567675395064847e-01,1.512961186944815850e+00
-1.461898055090739668e+00,3.140934490209937202e+00,1.404414400268209295e+00
4.039892800528892103e+00,2.193598762143397440e+00,1.452297335051591309e+00
-9.900854821746054579e-01,6.898536947021527421e-01,1.413388567173441412e+00
9.160866730667173163e-01,3.797254650325289305e+00,1.417528226407193115e+00
3.016984219840215697e+00,6.624309390738065684e-01,1.405977574081828330e+00
-1.947885799303435084e+00,2.109814018998803498e+00,1.395572641715171702e+00
3.257206271138982423e+00,3.075453083955868472e+00,1.380326867809272606e+00
4.688173244167725962e-01,2.972049284377745737e-01,1.425222180329156707e+00
-5.718001983525817788e-01,3.299528636178092000e+00,1.246907742337874048e+00
3.651163575183944410e+00,1.586386910278118068e+00,1.320786123895410613e+00
-1.314868424257735757e+00,1.113041184478848811e+00,1.333130027054874489e+00
1.963815099852811663e+00,3.431920486230777279e+00,1.281009674410504839e+00
1.963620334343516571e+00,5.290328338100633854e-01,1.270353566415514779e+00
-1.221568817946617092e+00,2.723667029210973034e+00,1.256536372081326292e+00
3.442155099408078733e+00,2.454590275749247485e+00,1.347684551335053715e+00
-1.958189965210800909e-01,7.526331496677312050e-01,1.264940390298808115e+00
6.392731817765691105e-01,3.413797190780533342e+00,1.197970106835760218e+00
2.922838864657573588e+00,1.203255848236473247e+00,1.195512490854939713e+00
-1.147647758117494643e+00,1.821422456820885216e+00,1.220595462392256803e+00
2.371029527298762041e+00,3.006723184066383059e+00,1.214581628205140706e+00
1.003677739628390908e+00,7.909671634254761274e-01,1.130899029008485046e+00
-4.917853518005094737e-01,2.840840629743953016e+00,1.170865716832389269e+00
2.883859850610517750e+00,1.996604691462740888e+00,1.086224575014787863e+00
-4.228856994839894634e-01,1.258198323679891262e+00,1.137670636483032904e+00
1.234979323220694925e+00,2.991868032397742017e+00,1.162880800539477955e+00
1.960547846115350934e+00,1.092309671278363314e+00,1.015403761313481645e+00
-5.262185918793923500e-01,2.187982246230520289e+00,1.094828994321268345e+00
2.256600160686186296e+00,2.451025202274054848e+00,1.134049147159081450e+00
5.458935897303297535e-01,1.172820579628657045e+00,1.018667140438964225e+00
4.967162664383414916e-01,2.722099014677958007e+00,1.038433028088024512e+00
1.868422223656393211e+00,1.670342531612952097e+00,1.005014830526866243e+00
1.189352610470592042e-01,1.791295552882318010e+00,1.035262389482379142e+00
1.308064807763677173e+00,2.428485263162305952e+00,9.861991347159315691e-01
1.063685768673407361e+00,1.787737033922146779e+00,9.298845631703608339e-01
